problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
586C,pass@1,3.0,12.0,9.0,18.0,15.0,27.0,47.77,105.49,2.25,237.34,13.19,0.0352,9.0,36.0,36.0,11.11,69.3,69.3
586C,pass@2,5.0,17.0,13.0,25.0,22.0,38.0,81.1,169.46,3.68,623.01,34.61,0.0565,15.0,48.0,48.0,12.5,65.12,65.26
586C,pass@3,4.0,15.0,10.0,20.0,19.0,30.0,66.6,127.44,2.67,339.83,18.88,0.0425,9.0,37.0,37.0,10.81,68.12,68.25
586C,pass@6,5.0,13.0,11.0,22.0,18.0,33.0,59.72,137.61,4.23,582.19,32.34,0.0459,11.0,36.0,37.0,16.67,71.23,71.23
586C,pass@9,3.0,13.0,10.0,20.0,16.0,30.0,52.86,120.0,2.31,276.92,15.38,0.04,11.0,42.0,43.0,11.9,67.5,67.5
586C,pass@10,4.0,14.0,10.0,20.0,18.0,30.0,61.3,125.1,2.86,357.42,19.86,0.0417,9.0,36.0,36.0,11.11,68.65,68.78
586C,pass@12,3.0,13.0,9.0,18.0,16.0,27.0,52.86,108.0,2.08,224.31,12.46,0.036,9.0,36.0,37.0,11.11,68.97,68.97
586C,pass@13,3.0,16.0,11.0,22.0,19.0,33.0,68.75,140.18,2.06,289.12,16.06,0.0467,8.0,35.0,36.0,11.43,68.79,68.79
586C,pass@14,4.0,14.0,10.0,20.0,18.0,30.0,61.3,125.1,2.86,357.42,19.86,0.0417,9.0,37.0,37.0,10.81,68.18,68.31
586C,pass@15,4.0,11.0,6.0,11.0,15.0,17.0,46.05,66.42,2.0,132.83,7.38,0.0221,0.0,27.0,27.0,14.81,75.73,76.94
586C,pass@16,5.0,16.0,13.0,24.0,21.0,37.0,75.61,162.52,3.75,609.43,33.86,0.0542,9.0,37.0,37.0,8.11,65.23,65.37
586C,pass@18,4.0,23.0,21.0,42.0,27.0,63.0,112.04,299.56,3.65,1094.04,60.78,0.0999,15.0,58.0,66.0,36.21,68.53,68.67
586C,pass@19,3.0,14.0,11.0,22.0,17.0,33.0,58.06,134.89,2.36,317.95,17.66,0.045,13.0,45.0,46.0,11.11,65.69,65.69
586C,pass@21,4.0,14.0,11.0,22.0,18.0,33.0,61.3,137.61,3.14,432.48,24.03,0.0459,11.0,42.0,42.0,11.9,67.17,67.3
586C,pass@22,4.0,11.0,6.0,11.0,15.0,17.0,46.05,66.42,2.0,132.83,7.38,0.0221,0.0,27.0,27.0,14.81,75.73,76.94
586C,pass@23,4.0,14.0,10.0,20.0,18.0,30.0,61.3,125.1,2.86,357.42,19.86,0.0417,9.0,36.0,36.0,11.11,68.65,68.78
586C,pass@24,4.0,16.0,12.0,24.0,20.0,36.0,72.0,155.59,3.0,466.77,25.93,0.0519,11.0,39.0,39.0,15.38,69.56,69.7
586C,pass@25,3.0,12.0,9.0,18.0,15.0,27.0,47.77,105.49,2.25,237.34,13.19,0.0352,9.0,36.0,36.0,11.11,69.3,69.3
586C,pass@29,4.0,10.0,7.0,13.0,14.0,20.0,41.22,76.15,2.6,197.98,11.0,0.0254,0.0,29.0,29.0,13.79,73.92,75.27
586C,pass@30,4.0,13.0,9.0,18.0,17.0,27.0,56.11,110.36,2.77,305.62,16.98,0.0368,9.0,36.0,37.0,11.11,68.9,68.9
586C,pass@31,4.0,15.0,12.0,24.0,19.0,36.0,66.6,152.93,3.2,489.36,27.19,0.051,13.0,43.0,43.0,11.63,66.17,66.31
590B,pass@2,7.0,26.0,19.0,38.0,33.0,57.0,141.86,287.53,5.12,1470.83,81.71,0.0958,3.0,37.0,41.0,40.54,75.52,75.52
590B,pass@3,5.0,14.0,8.0,16.0,19.0,24.0,64.91,101.95,2.86,291.29,16.18,0.034,1.0,22.0,26.0,0.0,54.8,54.94
590B,pass@5,6.0,16.0,11.0,22.0,22.0,33.0,79.51,147.16,4.12,607.04,33.72,0.0491,1.0,27.0,31.0,0.0,52.02,52.15
590B,pass@6,6.0,20.0,14.0,28.0,26.0,42.0,101.95,197.42,4.2,829.16,46.06,0.0658,2.0,29.0,33.0,10.34,68.61,68.61
590B,pass@7,7.0,54.0,54.0,108.0,61.0,162.0,330.42,960.78,7.0,6725.46,373.64,0.3203,4.0,76.0,76.0,17.11,59.52,59.65
590B,pass@8,5.0,26.0,14.0,28.0,31.0,42.0,133.82,208.08,2.69,560.21,31.12,0.0694,1.0,33.0,37.0,21.21,73.15,73.28
590B,pass@9,6.0,42.0,28.0,56.0,48.0,84.0,241.99,469.14,4.0,1876.55,104.25,0.1564,4.0,52.0,56.0,19.23,65.68,65.68
590B,pass@10,6.0,25.0,16.0,32.0,31.0,48.0,131.61,237.8,3.84,913.16,50.73,0.0793,3.0,50.0,50.0,10.0,63.71,63.71
590B,pass@11,6.0,18.0,18.0,36.0,24.0,54.0,90.57,247.59,6.0,1485.53,82.53,0.0825,5.0,40.0,44.0,22.5,71.05,71.05
590B,pass@12,5.0,20.0,11.0,22.0,25.0,33.0,98.05,153.25,2.75,421.43,23.41,0.0511,2.0,31.0,31.0,12.9,71.71,71.71
590B,pass@13,8.0,35.0,21.0,41.0,43.0,62.0,203.52,336.43,4.69,1576.41,87.58,0.1121,1.0,30.0,30.0,10.0,67.1,67.77
590B,pass@14,6.0,22.0,14.0,28.0,28.0,42.0,113.62,201.91,3.82,770.92,42.83,0.0673,1.0,29.0,33.0,20.69,74.12,74.26
590B,pass@15,6.0,26.0,15.0,30.0,32.0,45.0,137.72,225.0,3.46,778.85,43.27,0.075,2.0,34.0,37.0,0.0,48.92,49.05
590B,pass@16,5.0,39.0,27.0,54.0,44.0,81.0,217.74,442.21,3.46,1530.74,85.04,0.1474,1.0,36.0,40.0,25.0,71.42,71.55
590B,pass@17,7.0,32.0,23.0,45.0,39.0,68.0,179.65,359.41,4.92,1768.96,98.28,0.1198,4.0,32.0,32.0,6.25,63.08,63.21
590B,pass@18,12.0,96.0,81.0,155.0,108.0,236.0,675.18,1594.15,9.69,15443.36,857.96,0.5314,13.0,72.0,82.0,0.0,34.21,34.08
590B,pass@20,5.0,17.0,9.0,18.0,22.0,27.0,81.1,120.4,2.65,318.72,17.71,0.0401,1.0,25.0,29.0,0.0,53.26,53.4
590B,pass@21,6.0,26.0,15.0,30.0,32.0,45.0,137.72,225.0,3.46,778.85,43.27,0.075,2.0,36.0,40.0,16.67,70.07,70.2
590B,pass@22,6.0,19.0,12.0,24.0,25.0,36.0,96.22,167.18,3.79,633.52,35.2,0.0557,2.0,32.0,36.0,18.75,73.07,73.07
590B,pass@23,5.0,32.0,19.0,38.0,37.0,57.0,171.61,296.94,2.97,881.54,48.97,0.099,4.0,47.0,51.0,27.66,70.82,70.82
590B,pass@24,7.0,33.0,20.0,40.0,40.0,60.0,186.12,319.32,4.24,1354.67,75.26,0.1064,3.0,41.0,41.0,24.39,71.71,71.85
590B,pass@25,5.0,14.0,8.0,16.0,19.0,24.0,64.91,101.95,2.86,291.29,16.18,0.034,3.0,29.0,32.0,0.0,52.7,52.7
590B,pass@26,6.0,24.0,14.0,28.0,30.0,42.0,125.55,206.09,3.5,721.31,40.07,0.0687,1.0,29.0,28.0,0.0,51.96,52.09
590B,pass@27,6.0,26.0,15.0,30.0,32.0,45.0,137.72,225.0,3.46,778.85,43.27,0.075,2.0,34.0,38.0,17.65,71.02,71.16
590B,pass@28,5.0,16.0,9.0,18.0,21.0,27.0,75.61,118.59,2.81,333.54,18.53,0.0395,2.0,25.0,29.0,0.0,53.31,53.31
590B,pass@29,8.0,36.0,23.0,46.0,44.0,69.0,210.12,376.7,5.11,1925.36,106.96,0.1256,2.0,31.0,35.0,12.9,67.69,67.82
590B,pass@30,6.0,25.0,15.0,30.0,31.0,45.0,131.61,222.94,3.6,802.58,44.59,0.0743,2.0,31.0,35.0,0.0,49.47,49.61
590B,pass@31,5.0,17.0,9.0,18.0,22.0,27.0,81.1,120.4,2.65,318.72,17.71,0.0401,1.0,26.0,30.0,0.0,52.94,53.07
590B,pass@32,4.0,15.0,8.0,16.0,19.0,24.0,66.6,101.95,2.13,217.49,12.08,0.034,1.0,25.0,29.0,0.0,53.9,53.9
595B,pass@1,7.0,32.0,27.0,54.0,39.0,81.0,179.65,428.12,5.91,2528.57,140.48,0.1427,2.0,30.0,32.0,3.33,59.14,59.27
595B,pass@2,7.0,33.0,27.0,54.0,40.0,81.0,186.12,431.08,5.73,2468.89,137.16,0.1437,2.0,28.0,30.0,10.71,67.27,67.41
595B,pass@3,10.0,42.0,40.0,80.0,52.0,120.0,259.7,684.05,9.52,6514.79,361.93,0.228,7.0,37.0,39.0,16.22,66.03,66.16
595B,pass@4,8.0,27.0,20.0,40.0,35.0,60.0,152.38,307.76,5.93,1823.75,101.32,0.1026,4.0,28.0,30.0,10.71,68.03,68.16
595B,pass@6,8.0,31.0,28.0,56.0,39.0,84.0,177.58,443.97,7.23,3208.07,178.23,0.148,4.0,35.0,37.0,2.86,56.61,56.75
595B,pass@7,8.0,19.0,14.0,28.0,27.0,42.0,104.71,199.71,5.89,1177.21,65.4,0.0666,4.0,24.0,26.0,4.17,64.36,64.49
595B,pass@8,10.0,44.0,45.0,90.0,54.0,135.0,273.43,776.91,10.23,7945.67,441.43,0.259,8.0,46.0,48.0,17.39,64.11,64.25
595B,pass@9,11.0,37.0,32.0,65.0,48.0,97.0,230.8,541.74,9.66,5234.39,290.8,0.1806,6.0,31.0,33.0,16.13,68.41,68.55
595B,pass@10,8.0,47.0,44.0,88.0,55.0,132.0,285.07,763.14,7.49,5715.43,317.52,0.2544,6.0,45.0,47.0,17.78,64.82,64.95
595B,pass@11,7.0,32.0,27.0,54.0,39.0,81.0,179.65,428.12,5.91,2528.57,140.48,0.1427,2.0,32.0,34.0,3.12,58.24,58.37
595B,pass@12,11.0,48.0,45.0,90.0,59.0,135.0,306.13,794.16,10.31,8189.74,454.99,0.2647,9.0,50.0,52.0,10.0,58.73,58.87
595B,pass@13,8.0,37.0,30.0,60.0,45.0,90.0,216.75,494.27,6.49,3206.05,178.11,0.1648,3.0,29.0,31.0,31.03,74.81,74.94
595B,pass@14,6.0,27.0,20.0,40.0,33.0,60.0,143.89,302.66,4.44,1345.17,74.73,0.1009,0.0,19.0,19.0,0.0,54.46,54.73
595B,pass@15,8.0,33.0,29.0,58.0,41.0,87.0,190.47,466.11,7.03,3276.87,182.05,0.1554,3.0,35.0,37.0,0.0,46.57,46.7
595B,pass@16,7.0,35.0,30.0,60.0,42.0,90.0,199.18,485.31,6.0,2911.85,161.77,0.1618,4.0,33.0,35.0,24.24,71.76,71.89
595B,pass@17,7.0,31.0,22.0,44.0,38.0,66.0,173.23,346.36,4.97,1720.64,95.59,0.1155,2.0,21.0,21.0,0.0,52.97,53.11
595B,pass@18,8.0,29.0,23.0,46.0,37.0,69.0,164.88,359.45,6.34,2280.66,126.7,0.1198,6.0,28.0,30.0,0.0,48.94,49.08
595B,pass@19,9.0,53.0,53.0,106.0,62.0,159.0,332.11,946.72,9.0,8520.45,473.36,0.3156,8.0,39.0,41.0,33.33,69.98,70.12
595B,pass@20,7.0,33.0,28.0,56.0,40.0,84.0,186.12,447.04,5.94,2655.16,147.51,0.149,2.0,28.0,30.0,0.0,48.82,48.95
595B,pass@21,8.0,41.0,33.0,66.0,49.0,99.0,243.66,555.86,6.44,3579.17,198.84,0.1853,2.0,34.0,36.0,23.53,71.11,71.25
595B,pass@22,8.0,27.0,22.0,44.0,35.0,66.0,152.38,338.53,6.52,2206.73,122.6,0.1128,5.0,28.0,30.0,14.29,69.89,70.02
595B,pass@23,9.0,25.0,20.0,40.0,34.0,60.0,144.63,305.25,7.2,2197.78,122.1,0.1017,7.0,30.0,32.0,10.0,66.51,66.65
595B,pass@24,9.0,20.0,15.0,30.0,29.0,45.0,114.97,218.61,6.75,1475.61,81.98,0.0729,5.0,26.0,28.0,3.85,62.8,62.93
595B,pass@25,7.0,33.0,28.0,56.0,40.0,84.0,186.12,447.04,5.94,2655.16,147.51,0.149,2.0,32.0,34.0,3.12,58.1,58.24
